0 	  0
100 	  0
200 	  0
300 	  0
400 	  1e-006
500 	  0
600 	  1e-006
700 	  1e-006
800 	  1e-006
900 	  -1e-006
1000 	  1e-006
1100 	  1e-006
1200 	  1e-006
1300 	  1e-006
1400 	  0
1500 	  1e-006
1600 	  2e-006
1700 	  1e-006
1800 	  0
1900 	  0
2000 	  2e-006
2100 	  0
2200 	  0
2300 	  1e-006
2400 	  1e-006
2500 	  2e-006
2600 	  2e-006
2700 	  1e-006
2800 	  3e-006
2900 	  3e-006
3000 	  2e-006
3100 	  3e-006
3200 	  1e-006
3300 	  2e-006
3400 	  1e-006
3500 	  1e-006
3600 	  2e-006
3700 	  2e-006
3800 	  2e-006
3900 	  2e-006
4000 	  2e-006
4100 	  2e-006
4200 	  3e-006
4300 	  1e-006
4400 	  3e-006
4500 	  1e-006
4600 	  2e-006
4700 	  2e-006
4800 	  3e-006
4900 	  2e-006
5000 	  2e-006
5100 	  2e-006
5200 	  2e-006
5300 	  3e-006
5400 	  2e-006
5500 	  3e-006
5600 	  3e-006
5700 	  3e-006
5800 	  3e-006
5900 	  3e-006
6000 	  2e-006
6100 	  3e-006
6200 	  4e-006
6300 	  2e-006
6400 	  2e-006
6500 	  4e-006
6600 	  4e-006
6700 	  4e-006
6800 	  4e-006
6900 	  4e-006
7000 	  3e-006
7100 	  3e-006
7200 	  3e-006
7300 	  2e-006
7400 	  4e-006
7500 	  4e-006
7600 	  4e-006
7700 	  5e-006
7800 	  3e-006
7900 	  4e-006
8000 	  4e-006
8100 	  5e-006
8200 	  3e-006
8300 	  3e-006
8400 	  4e-006
8500 	  3e-006
8600 	  3e-006
8700 	  5e-006
8800 	  5e-006
8900 	  4e-006
9000 	  4e-006
9100 	  4e-006
9200 	  4e-006
9300 	  4e-006
9400 	  4e-006
9500 	  4e-006
9600 	  4e-006
9700 	  5e-006
9800 	  6e-006
9900 	  5e-006
10000 	  6e-006
