0 	  0
100 	  1e-006
200 	  5e-006
300 	  9e-006
400 	  1.5e-005
500 	  2.3e-005
600 	  3.3e-005
700 	  4.6e-005
800 	  5.7e-005
900 	  7.1e-005
1000 	  8.6e-005
1100 	  0.000103
1200 	  0.000123
1300 	  0.000142
1400 	  0.000176
1500 	  0.000188
1600 	  0.000209
1700 	  0.000245
1800 	  0.000284
1900 	  0.000307
2000 	  0.000338
2100 	  0.000365
2200 	  0.000401
2300 	  0.000445
2400 	  0.000477
2500 	  0.00054
2600 	  0.000594
2700 	  0.000612
2800 	  0.000646
2900 	  0.000754
3000 	  0.000747
3100 	  0.000788
3200 	  0.000851
3300 	  0.000873
3400 	  0.000954
3500 	  0.001019
3600 	  0.001047
3700 	  0.001127
3800 	  0.001161
3900 	  0.00123
4000 	  0.001306
4100 	  0.001376
4200 	  0.001415
4300 	  0.001504
4400 	  0.001579
4500 	  0.001631
4600 	  0.001701
4700 	  0.001749
4800 	  0.001844
4900 	  0.001924
5000 	  0.001995
5100 	  0.002077
5200 	  0.002231
5300 	  0.002311
5400 	  0.00232
5500 	  0.002458
5600 	  0.002545
5700 	  0.002631
5800 	  0.002684
5900 	  0.002782
6000 	  0.002889
6100 	  0.003025
6200 	  0.003115
6300 	  0.003173
6400 	  0.003268
6500 	  0.003462
6600 	  0.003511
6700 	  0.003565
6800 	  0.003733
6900 	  0.003819
7000 	  0.003949
7100 	  0.004038
7200 	  0.004153
7300 	  0.004285
7400 	  0.004365
7500 	  0.004484
7600 	  0.004589
7700 	  0.004804
7800 	  0.004926
7900 	  0.005026
8000 	  0.005158
8100 	  0.005245
8200 	  0.005401
8300 	  0.005466
8400 	  0.005635
8500 	  0.005756
8600 	  0.005833
8700 	  0.006007
8800 	  0.006155
8900 	  0.006354
9000 	  0.006509
9100 	  0.006637
9200 	  0.006813
9300 	  0.006894
9400 	  0.007022
9500 	  0.007201
9600 	  0.007335
9700 	  0.007509
9800 	  0.007678
9900 	  0.007858
10000 	  0.00804
