0 	  0
100 	  4e-006
200 	  2.4e-005
300 	  5.5e-005
400 	  9.4e-005
500 	  0.000146
600 	  0.000208
700 	  0.000278
800 	  0.000347
900 	  0.000438
1000 	  0.000531
1100 	  0.000636
1200 	  0.000762
1300 	  0.000875
1400 	  0.001027
1500 	  0.001153
1600 	  0.001339
1700 	  0.001512
1800 	  0.001707
1900 	  0.001884
2000 	  0.002117
2100 	  0.002377
2200 	  0.002571
2300 	  0.0028
2400 	  0.003139
2500 	  0.003433
2600 	  0.003695
2700 	  0.004089
2800 	  0.004448
2900 	  0.004887
3000 	  0.005284
3100 	  0.005416
3200 	  0.006153
3300 	  0.006512
3400 	  0.007003
3500 	  0.007556
3600 	  0.008205
3700 	  0.008687
3800 	  0.009151
3900 	  0.009864
4000 	  0.010627
4100 	  0.011196
4200 	  0.012023
4300 	  0.012437
4400 	  0.01339
4500 	  0.014019
4600 	  0.014922
4700 	  0.015419
4800 	  0.016447
4900 	  0.017136
5000 	  0.018242
5100 	  0.018967
5200 	  0.019929
5300 	  0.020975
5400 	  0.022242
5500 	  0.02303
5600 	  0.02427
5700 	  0.025029
5800 	  0.026118
5900 	  0.02715
6000 	  0.028579
6100 	  0.029914
6200 	  0.030867
6300 	  0.031825
6400 	  0.033421
6500 	  0.034585
6600 	  0.036168
6700 	  0.037536
6800 	  0.038735
6900 	  0.040151
7000 	  0.041416
7100 	  0.04261
7200 	  0.04495
7300 	  0.046076
7400 	  0.047371
7500 	  0.048972
7600 	  0.050501
7700 	  0.05123
7800 	  0.053403
7900 	  0.055465
8000 	  0.056638
8100 	  0.059295
8200 	  0.060397
8300 	  0.062758
8400 	  0.063972
8500 	  0.065625
8600 	  0.068515
8700 	  0.068598
8800 	  0.070979
8900 	  0.072199
9000 	  0.075178
9100 	  0.077088
9200 	  0.078435
9300 	  0.081304
9400 	  0.083233
9500 	  0.085286
9600 	  0.087397
9700 	  0.089099
9800 	  0.091033
9900 	  0.093227
10000 	  0.095277
