0  0
10000  0.001
20000  0
30000  0.001
40000  0.001
50000  0
60000  0
70000  0
80000  0
90000  0.001
100000  0
110000  0
120000  0
130000  0
140000  0.001
150000  0
160000  0
170000  0
180000  0
190000  0
200000  0.001
210000  0.001
220000  0.001
230000  0
240000  0.001
250000  0.001
260000  0
270000  0
280000  0
290000  0.001
300000  0.001
310000  0.001
320000  0.001
330000  0
340000  0
350000  0
360000  0
370000  0.001
380000  0
390000  0.001
400000  0
410000  0
420000  0.001
430000  0
440000  0.001
450000  0
460000  0.001
470000  0
480000  0.001
490000  0
500000  0
510000  0.001
520000  0
530000  0.001
540000  0
550000  0.001
560000  0
570000  0
580000  0.001
590000  0
600000  0.001
610000  0
620000  0
630000  0.001
640000  0.001
650000  0
660000  0.001
670000  0
680000  0
690000  0.001
700000  0.001
710000  0
720000  0
730000  0
740000  0
750000  0.001
760000  0.001
770000  0
780000  0.001
790000  0.001
800000  0
810000  0
820000  0
830000  0.001
840000  0.001
850000  0.001
860000  0
870000  0.001
880000  0
890000  0.001
900000  0.001
910000  0
920000  0
930000  0
940000  0
950000  0
960000  0.001
970000  0
980000  0
990000  0
1  0
